Date,Open,High,Low,Close,Adj Close,Volume
2019-05-01,87.730003,87.949997,85.870003,85.900002,81.544273,6524600
2019-05-02,86.209999,86.279999,84.989998,85.269997,80.946205,6813700
2019-05-03,85.900002,86.300003,85.699997,85.699997,81.354401,6798300
2019-05-06,83.769997,83.870003,82.860001,83.570000,79.332420,12836600
2019-05-07,83.019997,83.629997,81.830002,82.540001,78.354645,9811300
2019-05-08,82.430000,83.989998,82.139999,82.769997,78.572968,9501300
2019-05-09,82.209999,83.010002,81.540001,82.980003,78.772339,6336600
2019-05-10,82.779999,84.269997,82.190002,83.949997,79.693138,5450500
2019-05-13,81.650002,82.629997,81.320000,82.529999,78.345131,6445200
2019-05-14,82.779999,84.000000,82.059998,83.669998,79.427322,7529200
2019-05-15,83.169998,84.489998,82.940002,84.010002,79.750107,4862200
2019-05-16,84.510002,85.400002,84.199997,84.279999,80.006424,6745200
2019-05-17,83.510002,85.519997,83.500000,84.570000,80.281700,5068200
2019-05-20,83.800003,83.800003,82.739998,82.849998,78.648918,7181900
2019-05-21,83.360001,83.800003,82.510002,83.639999,79.398872,5762500
2019-05-22,82.989998,83.339996,82.760002,83.199997,78.981171,5237800
2019-05-23,82.500000,83.059998,81.989998,82.639999,78.449570,9704200
2019-05-24,82.199997,83.169998,82.089996,82.160004,77.993912,5999000
2019-05-28,82.849998,83.190002,81.129997,81.199997,77.082573,7927300
2019-05-29,80.709999,80.860001,77.699997,78.870003,74.870728,10116900
2019-05-30,78.919998,79.730003,78.610001,79.260002,75.240952,6177800
2019-05-31,78.000000,78.260002,77.070000,77.139999,73.432274,8891100
2019-06-03,77.239998,78.580002,77.080002,77.959999,74.212860,11665500
2019-06-04,79.300003,81.650002,78.779999,81.620003,77.696953,7526800
2019-06-05,82.290001,82.900002,81.930000,82.720001,78.744080,8173200
2019-06-06,82.720001,83.059998,82.080002,82.449997,78.487061,4953000
2019-06-07,83.089996,83.680000,82.809998,83.410004,79.400925,3891100
2019-06-10,83.750000,84.199997,82.449997,82.580002,78.610809,4419800
2019-06-11,83.650002,84.339996,83.129997,83.260002,79.258133,3939400
2019-06-12,83.480003,84.019997,82.519997,82.629997,78.658409,4025900
2019-06-13,83.150002,83.919998,83.050003,83.610001,79.591301,3383400
2019-06-14,83.510002,83.860001,83.040001,83.440002,79.429489,4355600
2019-06-17,83.339996,83.459999,82.010002,82.110001,78.163414,5101900
2019-06-18,82.699997,84.650002,82.500000,84.300003,80.248131,6456500
2019-06-19,83.730003,83.900002,83.139999,83.550003,79.534203,6217700
2019-06-20,84.900002,85.669998,84.419998,85.239998,81.142960,6163800
2019-06-21,85.160004,85.750000,84.599998,85.750000,81.628433,9289800
2019-06-24,86.000000,86.849998,84.370003,84.500000,80.438530,8043300
2019-06-25,84.599998,84.690002,82.160004,82.620003,78.648895,7339900
2019-06-26,83.150002,83.690002,82.440002,82.550003,78.582245,5838500
2019-06-27,82.930000,83.769997,82.930000,83.660004,79.638901,11436700
2019-06-28,83.989998,84.750000,82.669998,83.949997,79.914955,12443800
2019-07-01,84.930000,86.279999,84.900002,85.410004,81.304787,6587300
2019-07-02,85.360001,85.470001,84.220001,84.959999,80.876419,7187200
2019-07-03,85.330002,86.290001,85.120003,86.199997,82.056816,4012800
2019-07-05,85.800003,86.910004,85.419998,86.820000,82.647011,6440900
2019-07-08,86.059998,88.519997,85.970001,88.480003,84.227226,7052000
2019-07-09,88.099998,88.800003,87.820000,88.040001,83.808380,6219700
2019-07-10,88.480003,88.940002,87.389999,87.440002,83.237228,5985500
2019-07-11,87.709999,88.300003,87.400002,88.290001,84.046371,3942400
2019-07-12,88.180000,89.309998,88.010002,89.120003,84.836464,4240900
2019-07-15,89.059998,89.870003,89.059998,89.480003,85.179176,3750900
2019-07-16,89.500000,89.709999,88.570000,88.599998,84.341461,5812800
2019-07-17,88.419998,88.690002,87.440002,87.500000,83.294319,4461500
2019-07-18,87.629997,87.760002,86.760002,87.440002,83.237228,4607000
2019-07-19,87.730003,87.879997,86.480003,86.550003,82.389999,6635300
2019-07-22,86.559998,86.989998,85.830002,85.970001,81.837868,6810300
2019-07-23,86.639999,87.099998,86.230003,86.699997,82.532784,5659900
2019-07-24,86.650002,87.209999,86.309998,86.699997,82.532784,6362900
2019-07-25,86.820000,87.500000,86.589996,87.279999,83.084923,4546400
2019-07-26,87.440002,87.839996,86.769997,87.540001,83.332397,3707200
2019-07-29,87.650002,87.870003,87.180000,87.620003,83.408546,4387300
2019-07-30,86.820000,87.910004,86.360001,87.199997,83.008759,3561200
2019-07-31,87.089996,87.269997,85.550003,86.029999,81.894997,5818200
2019-08-01,85.260002,86.769997,82.699997,83.120003,79.124863,7871800
2019-08-02,82.529999,83.239998,80.790001,81.139999,77.240036,8761400
2019-08-05,79.660004,80.050003,78.190002,78.970001,75.174324,8493300
2019-08-06,79.849998,81.589996,79.489998,81.300003,77.392349,8664500
2019-08-07,80.500000,81.820000,80.089996,81.279999,77.373299,6275000
2019-08-08,81.809998,83.360001,81.610001,83.000000,79.010612,6208900
2019-08-09,83.139999,83.430000,81.320000,81.980003,78.039642,5460200
2019-08-12,81.410004,81.949997,81.180000,81.650002,77.725517,3762500
2019-08-13,81.169998,84.150002,80.849998,83.320000,79.315231,6896800
2019-08-14,81.239998,81.690002,80.510002,81.029999,77.135307,7266100
2019-08-15,80.930000,81.300003,79.440002,79.510002,75.688393,6713600
2019-08-16,80.089996,80.559998,79.250000,80.279999,76.421341,5649000
2019-08-19,82.000000,82.339996,80.830002,81.129997,77.230499,7027900
2019-08-20,80.720001,81.230003,79.449997,80.529999,76.659340,5903100
2019-08-21,81.940002,82.839996,81.629997,82.739998,78.763123,6454200
2019-08-22,83.000000,83.720001,82.500000,83.309998,79.305717,5571600
2019-08-23,82.019997,82.760002,80.029999,80.440002,76.573669,8497800
2019-08-26,81.440002,82.279999,80.739998,82.250000,78.296669,4336000
2019-08-27,82.629997,83.180000,82.000000,82.029999,78.087265,3842500
2019-08-28,81.900002,83.589996,81.720001,83.480003,79.467575,4123700
2019-08-29,84.220001,85.769997,84.169998,85.379997,81.276230,5101900
2019-08-30,85.699997,85.989998,84.410004,84.500000,80.646332,5235400
2019-09-03,84.000000,84.830002,83.620003,84.669998,80.808563,6360800
2019-09-04,85.580002,86.500000,85.500000,86.349998,82.411964,4151200
2019-09-05,87.279999,88.620003,87.279999,88.419998,84.387543,6328400
2019-09-06,88.400002,88.980003,88.019997,88.690002,84.645241,3625300
2019-09-09,88.940002,89.349998,88.419998,88.669998,84.626167,4282400
2019-09-10,88.260002,88.629997,86.290001,86.830002,82.870079,7072400
2019-09-11,86.959999,87.250000,85.870003,86.750000,82.793716,4623300
2019-09-12,87.099998,88.070000,86.220001,87.669998,83.671753,4057500
2019-09-13,88.250000,88.790001,87.300003,87.320000,83.337723,5894700
2019-09-16,87.089996,87.820000,86.669998,87.269997,83.290001,4171700
2019-09-17,86.769997,87.639999,86.470001,87.589996,83.595390,3248400
2019-09-18,87.650002,88.400002,87.209999,88.080002,84.063072,4722200
2019-09-19,88.400002,88.720001,87.510002,87.699997,83.700394,4231200
2019-09-20,88.000000,88.489998,86.669998,86.680000,82.726921,6991100
2019-09-23,86.980003,88.019997,86.800003,87.690002,83.690857,4790000
2019-09-24,88.449997,88.690002,86.760002,87.180000,83.204109,10202900
2019-09-25,91.779999,92.790001,90.150002,90.809998,86.668556,25330700
2019-09-26,91.620003,92.449997,90.250000,92.169998,87.966537,10408300
2019-09-27,91.849998,92.860001,91.599998,92.309998,88.100143,6420500
2019-09-30,92.529999,94.080002,92.500000,93.919998,89.636711,7401200
2019-10-01,94.129997,94.750000,92.059998,92.279999,88.071526,8464900
2019-10-02,91.470001,91.839996,90.570000,91.489998,87.317543,6933900
2019-10-03,91.309998,92.320000,90.349998,92.220001,88.014244,5762300
2019-10-04,92.220001,93.169998,91.930000,93.070000,88.825485,4551400
2019-10-07,92.500000,93.919998,92.400002,93.169998,88.920929,4975400
2019-10-08,90.449997,92.709999,90.410004,91.750000,87.565704,6916800
2019-10-09,92.410004,93.050003,91.820000,92.519997,88.300560,5115900
2019-10-10,93.500000,93.500000,92.720001,93.000000,88.758698,5794100
2019-10-11,94.000000,94.570000,93.559998,93.879997,89.598549,6220100
2019-10-14,94.199997,95.250000,94.050003,94.879997,90.552925,4636000
2019-10-15,95.000000,95.180000,94.120003,94.790001,90.467056,4292500
2019-10-16,94.089996,95.139999,94.070000,94.879997,90.552925,4883300
2019-10-17,95.570000,95.889999,94.970001,95.559998,91.201927,3427400
2019-10-18,94.809998,96.459999,94.800003,96.099998,91.717316,6209200
2019-10-21,96.610001,96.870003,95.419998,96.220001,91.831825,5185800
2019-10-22,96.059998,96.830002,95.519997,95.599998,91.240112,5470100
2019-10-23,95.029999,95.540001,92.120003,92.320000,88.109695,11933600
2019-10-24,92.680000,92.870003,90.989998,91.500000,87.327087,12085800
2019-10-25,91.440002,91.830002,90.750000,90.919998,86.773544,8147200
2019-10-28,91.059998,91.300003,90.169998,90.849998,86.706734,10304700
2019-10-29,90.849998,90.919998,89.129997,89.279999,85.208328,9044700
2019-10-30,89.449997,90.269997,89.349998,90.190002,86.076851,8127500
2019-10-31,90.000000,90.410004,88.940002,89.550003,85.466034,6752000
2019-11-01,90.180000,90.529999,89.000000,89.180000,85.112892,5263600
2019-11-04,90.129997,90.559998,89.320000,89.860001,85.761887,8161200
2019-11-05,90.150002,90.339996,89.540001,89.879997,85.780960,5589700
2019-11-06,90.639999,90.720001,88.739998,89.480003,85.399231,7033800
2019-11-07,90.470001,90.599998,89.769997,90.400002,86.277237,7110000
2019-11-08,90.279999,90.349998,89.290001,89.809998,85.714157,4555400
2019-11-11,89.370003,90.099998,89.370003,90.050003,85.943230,3247300
2019-11-12,90.309998,92.029999,89.489998,89.500000,85.418312,3979600
2019-11-13,89.730003,91.550003,89.570000,91.290001,87.126686,5923600
2019-11-14,91.489998,91.959999,90.720001,91.269997,87.107559,6035300
2019-11-15,92.139999,93.559998,91.959999,93.040001,88.796860,6785500
2019-11-18,93.500000,94.260002,92.910004,94.180000,89.884872,6165600
2019-11-19,94.610001,95.120003,93.059998,93.610001,89.340851,5368400
2019-11-20,94.110001,94.400002,92.769997,93.050003,88.806404,6235400
2019-11-21,92.620003,93.300003,92.070000,92.160004,87.956993,5493100
2019-11-22,92.209999,93.349998,91.930000,93.339996,89.083168,4264400
2019-11-25,93.779999,93.970001,92.739998,92.900002,88.663246,5419700
2019-11-26,93.379997,93.629997,93.019997,93.330002,89.073639,5907400
2019-11-27,93.500000,94.379997,93.500000,94.139999,89.846695,4017400
2019-11-29,94.370003,94.610001,93.389999,93.489998,89.459152,2541800
2019-12-02,94.089996,94.279999,92.980003,93.559998,89.526138,3892000
2019-12-03,92.480003,92.550003,91.309998,92.459999,88.473564,5570700
2019-12-04,92.809998,93.790001,92.730003,93.720001,89.679237,4456400
2019-12-05,95.879997,95.949997,94.680000,95.790001,91.659988,6946000
2019-12-06,96.559998,97.309998,96.379997,97.000000,92.817825,6368500
2019-12-09,97.019997,97.629997,96.160004,96.629997,92.463776,6517800
2019-12-10,96.760002,97.589996,96.629997,97.010002,92.827393,4234300
2019-12-11,96.900002,97.320000,96.650002,97.180000,92.990051,4319700
2019-12-12,97.320000,98.180000,96.900002,97.720001,93.506790,4762800
2019-12-13,97.430000,98.290001,96.910004,97.769997,93.554619,5247600
2019-12-16,98.139999,99.339996,98.059998,98.809998,94.549797,8211300
2019-12-17,99.379997,100.169998,99.050003,99.650002,95.353569,7050700
2019-12-18,100.199997,100.790001,99.580002,100.570000,96.233902,7332000
2019-12-19,100.500000,101.269997,99.629997,101.150002,96.788895,12214500
2019-12-20,101.000000,101.400002,98.849998,99.959999,95.650200,17641600
2019-12-23,100.230003,100.690002,99.550003,100.040001,95.726753,6350500
2019-12-24,99.830002,100.660004,99.760002,100.139999,95.822433,3328100
2019-12-26,100.339996,100.750000,100.110001,100.709999,96.367859,3709900
2019-12-27,101.000000,101.790001,100.989998,101.570000,97.190781,5307500
2019-12-30,101.540001,101.610001,100.459999,100.800003,96.453979,3495200
2019-12-31,100.580002,101.389999,100.510002,101.309998,96.941994,3213600
2020-01-02,101.360001,102.209999,101.019997,102.199997,97.793625,5644100
2020-01-03,100.589996,102.000000,100.309998,101.919998,97.525696,4541800
2020-01-06,100.949997,101.839996,100.870003,101.830002,97.439575,4612400
2020-01-07,101.809998,102.739998,100.809998,101.779999,97.391739,6719900
2020-01-08,101.309998,102.139999,100.849998,101.550003,97.171654,4942200
2020-01-09,101.940002,102.410004,101.389999,101.480003,97.104683,5007500
2020-01-10,101.889999,101.930000,100.760002,100.900002,96.549690,5135300
2020-01-13,101.000000,102.339996,100.820000,102.160004,97.755363,6722400
2020-01-14,102.449997,103.889999,102.349998,102.919998,98.482574,5088500
2020-01-15,103.250000,103.699997,102.480003,102.790001,98.358192,4209200
2020-01-16,102.879997,103.570000,102.849998,103.370003,98.913193,6571700
2020-01-17,103.430000,104.550003,103.339996,104.529999,100.023155,6271200
2020-01-21,104.250000,104.690002,103.809998,104.580002,100.071022,4854700
2020-01-22,105.000000,105.620003,104.419998,104.489998,99.984879,5031400
2020-01-23,104.029999,104.370003,102.620003,103.019997,98.578255,7102900
2020-01-24,103.589996,103.889999,101.660004,102.029999,97.630959,3839300
2020-01-27,98.209999,100.709999,98.010002,100.239998,95.918129,9841400
2020-01-28,100.339996,101.050003,99.519997,100.410004,96.080795,5673200
2020-01-29,101.070000,101.300003,99.169998,99.839996,95.535362,4503700
2020-01-30,99.019997,99.750000,97.370003,98.190002,93.956520,7065100
2020-01-31,98.110001,98.449997,95.919998,96.300003,92.148003,8780300
2020-02-03,99.000000,100.919998,98.570000,99.269997,94.989952,9727000
2020-02-04,101.910004,102.779999,101.260002,101.379997,97.008965,6559600
2020-02-05,101.760002,101.970001,99.529999,100.540001,96.205200,6108300
2020-02-06,100.900002,101.529999,100.160004,100.269997,95.946831,5641800
2020-02-07,99.809998,100.400002,98.970001,99.440002,95.152626,4121800
2020-02-10,99.220001,100.510002,99.000000,100.019997,95.707619,4213900
2020-02-11,100.070000,100.349998,99.440002,100.019997,95.707619,4871800
2020-02-12,100.739998,103.080002,100.440002,103.000000,98.559128,8075600
2020-02-13,102.510002,103.739998,101.680000,103.370003,98.913193,5386800
2020-02-14,103.529999,103.889999,102.449997,103.540001,99.075851,4305300
2020-02-18,103.000000,103.379997,101.610001,102.000000,97.602257,4916200
2020-02-19,102.660004,103.389999,102.430000,102.459999,98.042419,6200500
2020-02-20,102.459999,102.629997,100.550003,102.529999,98.109406,6427600
2020-02-21,102.000000,102.080002,99.629997,100.250000,95.927689,5750900
2020-02-24,95.540001,97.070000,95.250000,95.910004,91.774826,8364200
2020-02-25,96.349998,96.760002,92.620003,92.900002,88.894592,9602100
2020-02-26,93.080002,94.650002,91.989998,92.000000,88.033394,9308400
2020-02-27,90.000000,93.059998,88.500000,88.550003,84.732147,12825700
2020-02-28,86.029999,89.470001,85.150002,89.379997,85.763641,16552400
2020-03-02,89.599998,93.139999,87.910004,92.680000,88.930122,14102000
2020-03-03,92.739998,94.980003,90.570000,90.930000,87.250923,14767600
2020-03-04,92.080002,93.820000,90.839996,93.790001,89.995216,6904400
2020-03-05,91.260002,91.680000,89.940002,90.580002,86.915108,8851100
2020-03-06,88.360001,89.389999,85.879997,88.360001,84.784912,12336400
2020-03-09,81.889999,86.739998,80.919998,84.110001,80.706886,13272700
2020-03-10,86.690002,88.400002,82.879997,88.300003,84.727333,12755900
2020-03-11,84.000000,84.629997,82.070000,84.000000,80.601326,16172000
2020-03-12,78.230003,78.489998,73.000000,74.199997,71.197830,21534800
2020-03-13,78.199997,78.199997,71.760002,75.580002,72.522018,21859600
2020-03-16,65.279999,72.970001,63.369999,66.790001,64.087654,17976700
2020-03-17,67.510002,73.330002,62.400002,69.839996,67.014236,17122100
2020-03-18,64.790001,68.330002,60.000000,68.040001,65.287079,19498800
2020-03-19,67.040001,72.709999,64.150002,70.339996,67.494011,16177200
2020-03-20,71.510002,74.059998,67.199997,67.449997,64.720932,15761900
2020-03-23,65.000000,66.879997,60.580002,62.799999,60.259087,17690000
2020-03-24,65.699997,72.660004,64.000000,72.330002,69.403503,18849500
2020-03-25,80.110001,83.489998,76.199997,79.010002,75.813225,27053200
2020-03-26,80.169998,86.860001,80.010002,84.300003,80.889175,17200800
2020-03-27,81.699997,85.739998,79.510002,83.230003,79.862480,14183400
2020-03-30,84.000000,85.959999,81.500000,85.379997,81.925499,10960100
2020-03-31,85.129997,85.730003,82.400002,82.739998,79.392303,9610100
2020-04-01,79.489998,81.180000,78.529999,79.230003,76.024323,9771300
2020-04-02,79.000000,81.599998,77.160004,80.139999,76.897499,12731300
2020-04-03,79.360001,79.790001,77.910004,78.860001,75.669296,8476900
2020-04-06,81.910004,85.040001,81.209999,84.629997,81.205841,11266500
2020-04-07,88.699997,88.870003,84.029999,84.160004,80.754845,10468100
2020-04-08,84.699997,85.769997,83.610001,85.300003,81.848732,6642700
2020-04-09,86.690002,87.389999,85.160004,86.790001,83.278435,7773600
2020-04-13,85.800003,85.989998,84.139999,84.459999,81.042725,5077600
2020-04-14,85.949997,87.769997,85.480003,87.470001,83.930931,6397200
2020-04-15,84.870003,85.879997,83.709999,85.040001,81.599251,8053900
2020-04-16,85.430000,86.529999,84.550003,86.300003,82.808273,9373800
2020-04-17,89.000000,90.250000,88.360001,89.910004,86.272217,8111400
2020-04-20,88.430000,89.440002,87.519997,87.900002,84.343544,7244400
2020-04-21,85.989998,86.900002,85.089996,85.199997,81.752769,6597000
2020-04-22,86.980003,89.440002,86.419998,88.769997,85.178329,6463000
2020-04-23,88.940002,89.529999,87.260002,87.349998,83.815781,5343500
2020-04-24,88.889999,89.120003,87.650002,88.370003,84.794510,4450100
2020-04-27,88.379997,89.870003,87.309998,89.370003,85.754044,6875100
2020-04-28,90.550003,90.709999,88.629997,88.800003,85.207115,5145400
2020-04-29,90.000000,91.389999,87.830002,88.070000,84.506653,9461400
2020-04-30,87.000000,88.000000,86.510002,87.180000,83.652664,9371400
2020-05-01,85.669998,86.110001,84.809998,85.540001,82.079018,6151200
2020-05-04,84.680000,85.800003,84.309998,85.750000,82.280518,6348900
2020-05-05,86.540001,88.529999,86.029999,87.199997,83.671852,6321500
2020-05-06,88.050003,88.690002,87.430000,88.440002,84.861671,7342300
2020-05-07,89.400002,90.239998,88.379997,88.559998,84.976822,4565900
2020-05-08,90.110001,90.639999,89.589996,90.459999,86.799965,5488000
2020-05-11,89.449997,91.419998,89.139999,90.930000,87.250923,4937600
2020-05-12,91.529999,91.669998,88.150002,88.260002,84.688980,5622600
2020-05-13,87.379997,87.739998,85.199997,86.019997,82.539589,6739800
2020-05-14,85.000000,86.580002,84.110001,86.550003,83.048157,7431800
2020-05-15,85.250000,87.230003,84.879997,86.989998,83.470360,9165000
2020-05-18,90.489998,91.599998,89.879997,91.040001,87.356483,8517200
2020-05-19,90.849998,93.820000,90.820000,91.510002,87.807465,6514100
2020-05-20,93.199997,93.860001,92.699997,92.949997,89.189201,6347000
2020-05-21,92.879997,94.379997,92.370003,94.260002,90.446220,7504300
2020-05-22,94.419998,94.650002,93.349998,93.750000,89.956825,4049500
2020-05-26,95.980003,97.430000,95.279999,96.620003,92.710724,7185200
2020-05-27,98.120003,99.989998,97.620003,99.870003,95.829216,7915900
2020-05-28,100.089996,100.690002,98.250000,98.459999,94.476257,7260700
2020-05-29,98.190002,99.250000,96.930000,98.580002,94.827362,10332500
2020-06-01,98.400002,99.779999,97.889999,99.540001,95.750832,4295400
2020-06-02,99.419998,100.879997,98.820000,100.739998,96.905144,10798700
2020-06-03,101.260002,104.550003,101.120003,104.110001,100.146881,5867700
2020-06-04,103.660004,103.900002,100.470001,101.279999,97.424591,8775000
2020-06-05,104.000000,104.690002,102.129997,102.709999,98.800156,8363600
2020-06-08,103.050003,104.300003,102.709999,104.290001,100.320023,6165400
2020-06-09,102.820000,103.769997,102.430000,102.629997,98.723183,5385900
2020-06-10,103.000000,103.150002,101.709999,102.120003,98.232620,5194200
2020-06-11,98.379997,98.989998,94.879997,95.169998,91.547180,10976900
2020-06-12,97.800003,97.800003,94.739998,96.430000,92.759216,7416400
2020-06-15,93.900002,98.080002,93.440002,97.839996,94.115540,8645300
2020-06-16,101.250000,101.339996,97.720001,99.040001,95.269867,6054400
2020-06-17,99.000000,100.239998,98.889999,99.209999,95.433380,3405500
2020-06-18,98.690002,99.419998,97.849998,98.449997,94.702309,4392400
2020-06-19,99.970001,99.980003,95.779999,95.779999,92.133965,10304000
2020-06-22,96.849998,99.540001,96.019997,99.510002,95.721992,6918200
2020-06-23,101.150002,102.220001,100.709999,101.919998,98.040245,6499000
2020-06-24,100.940002,101.849998,98.089996,100.080002,96.270279,8611600
2020-06-25,99.230003,101.680000,98.800003,101.400002,97.540031,11531400
2020-06-26,98.500000,98.779999,93.570000,93.669998,90.104279,24918500
2020-06-29,93.699997,96.000000,93.699997,95.870003,92.220543,9624200
2020-06-30,96.000000,98.300003,95.639999,98.050003,94.317551,9065500
2020-07-01,98.500000,98.720001,97.110001,97.400002,93.692291,5733800
2020-07-02,98.779999,99.660004,98.019997,98.430000,94.683075,5354900
2020-07-06,99.620003,100.029999,99.040001,99.949997,96.145218,4995000
2020-07-07,99.220001,99.550003,96.919998,97.070000,93.374832,6352900
2020-07-08,97.500000,98.980003,96.959999,98.839996,95.077469,5634600
2020-07-09,98.550003,98.910004,96.370003,96.989998,93.297905,6282300
2020-07-10,97.000000,98.050003,95.720001,97.989998,94.259834,3967000
2020-07-13,98.250000,98.940002,96.260002,96.459999,92.788078,4845600
2020-07-14,96.330002,97.250000,95.510002,96.760002,93.076645,4850600
2020-07-15,98.410004,99.040001,97.309998,98.540001,94.788887,5343700
2020-07-16,97.500000,98.230003,97.040001,97.260002,93.557617,3594700
2020-07-17,96.949997,97.230003,96.040001,96.279999,92.614914,7405700
2020-07-20,95.500000,96.349998,95.110001,95.650002,92.008904,5822300
2020-07-21,96.919998,99.000000,96.099998,98.360001,94.615738,5855600
2020-07-22,98.160004,98.989998,97.910004,98.910004,95.144814,4097000
2020-07-23,98.349998,100.180000,97.720001,98.300003,94.558037,4530500
2020-07-24,98.139999,99.360001,97.699997,98.430000,94.683075,5638400
2020-07-27,96.959999,98.400002,96.889999,97.209999,93.509521,4273400
2020-07-28,96.949997,97.470001,96.160004,96.269997,92.605301,3822600
2020-07-29,96.430000,97.550003,96.300003,96.970001,93.278671,6872400
2020-07-30,96.470001,97.230003,95.800003,96.820000,93.134361,4018400
2020-07-31,96.889999,97.650002,96.300003,97.610001,93.894279,5509900
2020-08-03,98.029999,99.290001,97.820000,98.330002,94.586891,5472700
2020-08-04,97.790001,97.949997,96.550003,97.330002,93.624947,7539300
2020-08-05,97.120003,101.250000,97.080002,100.940002,97.097542,7217500
2020-08-06,100.639999,101.180000,100.029999,100.449997,96.626198,4060900
2020-08-07,101.000000,101.910004,99.889999,101.860001,97.982521,5545600
2020-08-10,102.470001,106.830002,102.400002,105.410004,101.397385,12678000
2020-08-11,106.849998,107.330002,104.860001,105.120003,101.118416,5400700
2020-08-12,105.720001,105.889999,103.379997,105.220001,101.214592,4714800
2020-08-13,105.300003,106.989998,105.199997,106.519997,102.465118,4281700
2020-08-14,106.120003,106.779999,105.459999,106.430000,102.378548,2985700
2020-08-17,106.500000,106.500000,105.120003,105.660004,101.637863,3017000
2020-08-18,106.459999,107.000000,105.470001,106.970001,102.898003,5023000
2020-08-19,107.690002,109.690002,107.349998,108.389999,104.263931,9508100
2020-08-20,107.559998,108.739998,107.349998,108.010002,103.898399,4304000
2020-08-21,108.000000,109.769997,107.750000,109.750000,105.572182,5564000
2020-08-24,110.000000,112.000000,109.900002,111.830002,107.572983,8173100
2020-08-25,112.000000,112.279999,111.089996,111.510002,107.265175,4380900
2020-08-26,111.919998,112.089996,111.290001,111.529999,107.284409,4477900
2020-08-27,111.989998,112.790001,110.500000,110.839996,106.620659,4390800
2020-08-28,111.010002,112.669998,110.570000,112.290001,108.254753,3731100
2020-08-31,112.139999,112.519997,111.139999,111.889999,107.869141,3519800
2020-09-01,112.000000,114.900002,111.830002,114.839996,110.713112,4912400
2020-09-02,115.059998,117.410004,114.500000,116.800003,112.602684,6775400
2020-09-03,116.800003,116.900002,112.000000,112.849998,108.794632,7264400
2020-09-04,112.959999,113.750000,110.209999,112.400002,108.360809,5157600
2020-09-08,111.290001,113.839996,110.540001,112.720001,108.669304,5300100
2020-09-09,113.019997,116.209999,112.830002,114.900002,110.770958,5997900
2020-09-10,115.900002,118.230003,114.000000,114.790001,110.664932,5032800
2020-09-11,116.760002,119.250000,116.419998,118.000000,113.759567,8565200
2020-09-14,118.500000,119.930000,118.169998,119.279999,114.993576,4990300
2020-09-15,119.699997,120.480003,119.180000,119.269997,114.983925,5934200
2020-09-16,118.309998,119.690002,118.160004,118.589996,114.328362,7023700
2020-09-17,117.339996,118.550003,115.800003,116.360001,112.178513,7376400
2020-09-18,115.430000,117.910004,114.489998,114.660004,110.539597,12876600
2020-09-21,112.949997,114.059998,111.739998,113.370003,109.295944,8486400
2020-09-22,113.099998,117.199997,112.849998,116.870003,112.670166,13007200
2020-09-23,130.220001,130.380005,125.260002,127.110001,122.542175,37822700
